Season,Teams,Date,Stadium,Time
IPL 2018,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 51st Match","May 17, Thu","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2018,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 52nd Match","May 18, Fri","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2018,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 53rd Match","May 19, Sat","Sawai Mansingh Stadium, Jaipur",4:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 54th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2018,"DELHI CAPITALS vs MUMBAI INDIANS, 55th Match","May 20, Sun","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 56th Match",,"Maharashtra Cricket Association Stadium, Pune",8:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, Qualifier 1","May 22, Tue","Wankhede Stadium, Mumbai",7:00 PM
IPL 2018,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, Eliminator","May 23, Wed","Eden Gardens, Kolkata",7:00 PM
IPL 2018,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, Qualifier 2","May 25, Fri","Eden Gardens, Kolkata",7:00 PM
IPL 2018,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, Final","May 27, Sun","Wankhede Stadium, Mumbai",7:00 PM
IPL 2018,The Times of India,N/A,N/A,N/A
IPL 2018,The Times of India,N/A,N/A,N/A
IPL 2019,N/A,ALL,N/A,N/A
IPL 2019,N/A,N/A,N/A,N/A
IPL 2019,N/A,N/A,60 T20s . Mar 23 - May 12,N/A
IPL 2019,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 1st Match",,"MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,N/A,N/A,N/A,N/A
IPL 2019,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 1st Match","Mar 23, Sat","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 2nd Match","Mar 24, Sun","Eden Gardens, Kolkata",4:00 PM
IPL 2019,"MUMBAI INDIANS vs DELHI CAPITALS, 3rd Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2019,"RAJASTHAN ROYALS vs PUNJAB KINGS, 4th Match","Mar 25, Mon","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2019,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 5th Match","Mar 26, Tue","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 6th Match","Mar 27, Wed","Eden Gardens, Kolkata",8:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 7th Match","Mar 28, Thu","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 8th Match","Mar 29, Fri","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2019,"PUNJAB KINGS vs MUMBAI INDIANS, 9th Match","Mar 30, Sat","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2019,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 10th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 11th Match","Mar 31, Sun","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2019,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 12th Match",,"MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,"PUNJAB KINGS vs DELHI CAPITALS, 13th Match","Apr 01, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2019,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 14th Match","Apr 02, Tue","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2019,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 15th Match","Apr 03, Wed","Wankhede Stadium, Mumbai",8:00 PM
IPL 2019,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 16th Match","Apr 04, Thu","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 17th Match","Apr 05, Fri","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2019,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 18th Match","Apr 06, Sat","MA Chidambaram Stadium, Chennai",4:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 19th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 20th Match","Apr 07, Sun","M.Chinnaswamy Stadium, Bengaluru",4:00 PM
IPL 2019,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 21st Match",,"Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2019,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 22nd Match","Apr 08, Mon","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2019,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 23rd Match","Apr 09, Tue","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,"MUMBAI INDIANS vs PUNJAB KINGS, 24th Match","Apr 10, Wed","Wankhede Stadium, Mumbai",8:00 PM
IPL 2019,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 25th Match","Apr 11, Thu","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 26th Match","Apr 12, Fri","Eden Gardens, Kolkata",8:00 PM
IPL 2019,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 27th Match","Apr 13, Sat","Wankhede Stadium, Mumbai",4:00 PM
IPL 2019,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 28th Match",,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 29th Match","Apr 14, Sun","Eden Gardens, Kolkata",4:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 30th Match",,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2019,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 31st Match","Apr 15, Mon","Wankhede Stadium, Mumbai",8:00 PM
IPL 2019,"PUNJAB KINGS vs RAJASTHAN ROYALS, 32nd Match","Apr 16, Tue","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 33rd Match","Apr 17, Wed","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2019,"DELHI CAPITALS vs MUMBAI INDIANS, 34th Match","Apr 18, Thu","Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 35th Match","Apr 19, Fri","Eden Gardens, Kolkata",8:00 PM
IPL 2019,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 36th Match","Apr 20, Sat","Sawai Mansingh Stadium, Jaipur",4:00 PM
IPL 2019,"DELHI CAPITALS vs PUNJAB KINGS, 37th Match",,"Arun Jaitley Stadium, Delhi",8:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 38th Match","Apr 21, Sun","Rajiv Gandhi International Stadium, Hyderabad",4:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 39th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2019,"RAJASTHAN ROYALS vs DELHI CAPITALS, 40th Match","Apr 22, Mon","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2019,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 41st Match","Apr 23, Tue","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 42nd Match","Apr 24, Wed","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 43rd Match","Apr 25, Thu","Eden Gardens, Kolkata",8:00 PM
IPL 2019,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 44th Match","Apr 26, Fri","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 45th Match","Apr 27, Sat","Sawai Mansingh Stadium, Jaipur",8:00 PM
IPL 2019,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 46th Match","Apr 28, Sun","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2019,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 47th Match",,"Eden Gardens, Kolkata",8:00 PM
IPL 2019,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 48th Match","Apr 29, Mon","Rajiv Gandhi International Stadium, Hyderabad",8:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 49th Match","Apr 30, Tue","M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2019,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 50th Match","May 01, Wed","MA Chidambaram Stadium, Chennai",8:00 PM
IPL 2019,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 51st Match","May 02, Thu","Wankhede Stadium, Mumbai",8:00 PM
IPL 2019,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 52nd Match","May 03, Fri","Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM
IPL 2019,"DELHI CAPITALS vs RAJASTHAN ROYALS, 53rd Match","May 04, Sat","Arun Jaitley Stadium, Delhi",4:00 PM
IPL 2019,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 54th Match",,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM
IPL 2019,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 55th Match","May 05, Sun","Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM
IPL 2019,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 56th Match",,"Wankhede Stadium, Mumbai",8:00 PM
IPL 2019,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, Qualifier 1","May 07, Tue","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2019,"DELHI CAPITALS vs SUNRISERS HYDERABAD, Eliminator","May 08, Wed","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7:30 PM
IPL 2019,"CHENNAI SUPER KINGS vs DELHI CAPITALS, Qualifier 2","May 10, Fri","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",7:30 PM
IPL 2019,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, Final","May 12, Sun","Rajiv Gandhi International Stadium, Hyderabad",7:30 PM
IPL 2019,The Times of India,N/A,N/A,N/A
IPL 2019,The Times of India,N/A,N/A,N/A
IPL 2020,N/A,ALL,N/A,N/A
IPL 2020,N/A,N/A,N/A,N/A
IPL 2020,N/A,N/A,60 T20s . Sep 19 - Nov 10,N/A
IPL 2020,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 1st Match",,"Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,N/A,N/A,N/A,N/A
IPL 2020,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 1st Match","Sep 19, Sat","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"DELHI CAPITALS vs PUNJAB KINGS, 2nd Match","Sep 20, Sun","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 3rd Match","Sep 21, Mon","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"RAJASTHAN ROYALS vs CHENNAI SUPER KINGS, 4th Match","Sep 22, Tue","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 5th Match","Sep 23, Wed","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 6th Match","Sep 24, Thu","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 7th Match","Sep 25, Fri","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs SUNRISERS HYDERABAD, 8th Match","Sep 26, Sat","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"RAJASTHAN ROYALS vs PUNJAB KINGS, 9th Match","Sep 27, Sun","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs MUMBAI INDIANS, 10th Match","Sep 28, Mon","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 11th Match","Sep 29, Tue","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 12th Match","Sep 30, Wed","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"PUNJAB KINGS vs MUMBAI INDIANS, 13th Match","Oct 01, Thu","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 14th Match","Oct 02, Fri","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 15th Match","Oct 03, Sat","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2020,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 16th Match",,"Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 17th Match","Oct 04, Sun","Sharjah Cricket Stadium, Sharjah",3:30 PM
IPL 2020,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 18th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs DELHI CAPITALS, 19th Match","Oct 05, Mon","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 20th Match","Oct 06, Tue","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 21st Match","Oct 07, Wed","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs PUNJAB KINGS, 22nd Match","Oct 08, Thu","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"RAJASTHAN ROYALS vs DELHI CAPITALS, 23rd Match","Oct 09, Fri","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 24th Match","Oct 10, Sat","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 25th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs RAJASTHAN ROYALS, 26th Match","Oct 11, Sun","Dubai International Cricket Stadium, Dubai",3:30 PM
IPL 2020,"MUMBAI INDIANS vs DELHI CAPITALS, 27th Match",,"Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 28th Match","Oct 12, Mon","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs CHENNAI SUPER KINGS, 29th Match","Oct 13, Tue","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"DELHI CAPITALS vs RAJASTHAN ROYALS, 30th Match","Oct 14, Wed","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs PUNJAB KINGS, 31st Match","Oct 15, Thu","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 32nd Match","Oct 16, Fri","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"RAJASTHAN ROYALS vs ROYAL CHALLENGERS BENGALURU, 33rd Match","Oct 17, Sat","Dubai International Cricket Stadium, Dubai",3:30 PM
IPL 2020,"DELHI CAPITALS vs CHENNAI SUPER KINGS, 34th Match",,"Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 35th Match","Oct 18, Sun","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2020,"MUMBAI INDIANS vs PUNJAB KINGS, 36th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 37th Match","Oct 19, Mon","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"PUNJAB KINGS vs DELHI CAPITALS, 38th Match","Oct 20, Tue","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 39th Match","Oct 21, Wed","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 40th Match","Oct 22, Thu","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 41st Match","Oct 23, Fri","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs DELHI CAPITALS, 42nd Match","Oct 24, Sat","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2020,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 43rd Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 44th Match","Oct 25, Sun","Dubai International Cricket Stadium, Dubai",3:30 PM
IPL 2020,"RAJASTHAN ROYALS vs MUMBAI INDIANS, 45th Match",,"Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs PUNJAB KINGS, 46th Match","Oct 26, Mon","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 47th Match","Oct 27, Tue","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 48th Match","Oct 28, Wed","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs KOLKATA KNIGHT RIDERS, 49th Match","Oct 29, Thu","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"PUNJAB KINGS vs RAJASTHAN ROYALS, 50th Match","Oct 30, Fri","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"DELHI CAPITALS vs MUMBAI INDIANS, 51st Match","Oct 31, Sat","Dubai International Cricket Stadium, Dubai",3:30 PM
IPL 2020,"ROYAL CHALLENGERS BENGALURU vs SUNRISERS HYDERABAD, 52nd Match",,"Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"CHENNAI SUPER KINGS vs PUNJAB KINGS, 53rd Match","Nov 01, Sun","Sheikh Zayed Stadium, Abu Dhabi",3:30 PM
IPL 2020,"KOLKATA KNIGHT RIDERS vs RAJASTHAN ROYALS, 54th Match",,"Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 55th Match","Nov 02, Mon","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 56th Match","Nov 03, Tue","Sharjah Cricket Stadium, Sharjah",7:30 PM
IPL 2020,"MUMBAI INDIANS vs DELHI CAPITALS, Qualifier 1","Nov 05, Thu","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, Eliminator","Nov 06, Fri","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"DELHI CAPITALS vs SUNRISERS HYDERABAD, Qualifier 2","Nov 08, Sun","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2020,"MUMBAI INDIANS vs DELHI CAPITALS, Final","Nov 10, Tue","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2020,The Times of India,N/A,N/A,N/A
IPL 2020,The Times of India,N/A,N/A,N/A
IPL 2021,N/A,ALL,N/A,N/A
IPL 2021,N/A,N/A,N/A,N/A
IPL 2021,N/A,N/A,62 T20s . Apr 09 - Oct 15,N/A
IPL 2021,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 1st Match",,"MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,N/A,N/A,N/A,N/A
IPL 2021,"MUMBAI INDIANS vs ROYAL CHALLENGERS BENGALURU, 1st Match","Apr 09, Fri","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs DELHI CAPITALS, 2nd Match","Apr 10, Sat","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs KOLKATA KNIGHT RIDERS, 3rd Match","Apr 11, Sun","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"RAJASTHAN ROYALS vs PUNJAB KINGS, 4th Match","Apr 12, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs MUMBAI INDIANS, 5th Match","Apr 13, Tue","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs ROYAL CHALLENGERS BENGALURU, 6th Match","Apr 14, Wed","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"RAJASTHAN ROYALS vs DELHI CAPITALS, 7th Match","Apr 15, Thu","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"PUNJAB KINGS vs CHENNAI SUPER KINGS, 8th Match","Apr 16, Fri","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"MUMBAI INDIANS vs SUNRISERS HYDERABAD, 9th Match","Apr 17, Sat","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs KOLKATA KNIGHT RIDERS, 10th Match","Apr 18, Sun","MA Chidambaram Stadium, Chennai",3:30 PM
IPL 2021,"DELHI CAPITALS vs PUNJAB KINGS, 11th Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs RAJASTHAN ROYALS, 12th Match","Apr 19, Mon","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"DELHI CAPITALS vs MUMBAI INDIANS, 13th Match","Apr 20, Tue","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"PUNJAB KINGS vs SUNRISERS HYDERABAD, 14th Match","Apr 21, Wed","MA Chidambaram Stadium, Chennai",3:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs CHENNAI SUPER KINGS, 15th Match",,"Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs RAJASTHAN ROYALS, 16th Match","Apr 22, Thu","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"PUNJAB KINGS vs MUMBAI INDIANS, 17th Match","Apr 23, Fri","MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"RAJASTHAN ROYALS vs KOLKATA KNIGHT RIDERS, 18th Match","Apr 24, Sat","Wankhede Stadium, Mumbai",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs ROYAL CHALLENGERS BENGALURU, 19th Match","Apr 25, Sun","Wankhede Stadium, Mumbai",3:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs DELHI CAPITALS, 20th Match",,"MA Chidambaram Stadium, Chennai",7:30 PM
IPL 2021,"PUNJAB KINGS vs KOLKATA KNIGHT RIDERS, 21st Match","Apr 26, Mon","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2021,"DELHI CAPITALS vs ROYAL CHALLENGERS BENGALURU, 22nd Match","Apr 27, Tue","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs SUNRISERS HYDERABAD, 23rd Match","Apr 28, Wed","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2021,"MUMBAI INDIANS vs RAJASTHAN ROYALS, 24th Match","Apr 29, Thu","Arun Jaitley Stadium, Delhi",3:30 PM
IPL 2021,"DELHI CAPITALS vs KOLKATA KNIGHT RIDERS, 25th Match",,"Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2021,"PUNJAB KINGS vs ROYAL CHALLENGERS BENGALURU, 26th Match","Apr 30, Fri","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2021,"MUMBAI INDIANS vs CHENNAI SUPER KINGS, 27th Match","May 01, Sat","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2021,"RAJASTHAN ROYALS vs SUNRISERS HYDERABAD, 28th Match","May 02, Sun","Arun Jaitley Stadium, Delhi",3:30 PM
IPL 2021,"PUNJAB KINGS vs DELHI CAPITALS, 29th Match",,"Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 30th Match","May 03, Mon","Narendra Modi Stadium, Ahmedabad",7:30 PM
IPL 2021,"SUNRISERS HYDERABAD vs MUMBAI INDIANS, 31st Match","May 04, Tue","Arun Jaitley Stadium, Delhi",7:30 PM
IPL 2021,"CHENNAI SUPER KINGS vs MUMBAI INDIANS, 30th Match","Sep 19, Sun","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"KOLKATA KNIGHT RIDERS vs ROYAL CHALLENGERS BENGALURU, 31st Match","Sep 20, Mon","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2021,"PUNJAB KINGS vs RAJASTHAN ROYALS, 32nd Match","Sep 21, Tue","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"DELHI CAPITALS vs SUNRISERS HYDERABAD, 33rd Match","Sep 22, Wed","Dubai International Cricket Stadium, Dubai",7:30 PM
IPL 2021,"MUMBAI INDIANS vs KOLKATA KNIGHT RIDERS, 34th Match","Sep 23, Thu","Sheikh Zayed Stadium, Abu Dhabi",7:30 PM
IPL 2021,"ROYAL CHALLENGERS BENGALURU vs CHENNAI SUPER KINGS, 35th Match","Sep 24, Fri","Sharjah Cricket Stadium, Sharjah",7:30 PM
